EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankAnnotationID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,DominantTranslation,SignBankAnnotationID,SignBankLemmaID,SignBankSemanticField,SignBankEnglishTranslations,Complexity,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),PhonotacticProbability,VimeoVideo
accent,accent,E_01_073,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0ZVDgqxdF4U?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.094,1.594,-0.681,35,0.086,2.75,1.603,-0.911,15,0.2,,,1.913,1.203,-0.753,23,,2.794,Noun,434,1502,1068,2035,,,,,,,,,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,None,Body,Neck,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.094,0.006,0,0.153,0.261,0.409,0.791,0.446,0.622,0,0,0.684,0.343,0.164,,,,,ACCENT,106,1,106,1,,ACCENT,ACCENT,Attribute,"accent, dialect, language, regional language",1,3.3,1.59,-0.54,20,0,0,4.365,https://player.vimeo.com/video/346053390
accept,accept,H_02_042,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lF52G-pHFEk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.5,1.072,0.812,28,0,5.786,1.051,1.013,14,0,,,2.739,1.573,-0.28,23,,3.43,Verb,367,1268,901,1735,,,,,,,,,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1,1,1,Open,1,SymmetricalOrAlternating,Straight,Body,TorsoTop,NA,1,flatspread_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.094,0.032,0,0.457,0.449,0.162,0.209,0.554,0.622,0.398,0.122,0.316,0.657,0.836,,,,,ACCEPT,140,1,140,1,,ACCEPT,ACCEPT,Event,"accept, adopt, agree to, embrace, own, passive, take responsibility for, tolerate",1,5.21,1.05,0.61,14,0,0,5.252,https://player.vimeo.com/video/346802940
access,access,H_02_086,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/p1dbHjX-IIE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.036,1.17,0.527,28,0,5.214,1.122,0.647,14,0,,,2.565,1.376,-0.338,23,,3.208,Noun,334,1368,1034,1935,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0.155,0.457,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,,,,,ACCESS,459,6,459,6,,ACCESS,ACCESS,-,"access, accessible, accessibility, admission, entrance",2,4.86,1.23,0.41,14,0,0,7.487,https://player.vimeo.com/video/346883874
accident,accident,B_02_059,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uMiC6MgRxzg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.12,1.833,-0.326,25,0,4.071,1.592,-0.344,14,0,,,3.3,2.045,0.263,30,,3.618,Verb,400,1101,701,1635,4.07,1.71,31,0.62,3.77,1.8,22,0.5,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,1,1,1,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.209,0.554,0.622,0.398,0.122,0.316,0.657,0.836,4.42,1.02,0.42,-0.19,ACCIDENT,512,1,512,1,,ACCIDENT,ACCIDENT,Event,"accident, collide, crash, hit, oops, vehicle, wreck",1,4.18,2.18,-0.3,11,0,0,6.526,https://player.vimeo.com/video/345555544
accomplish,accomplish,C_02_085,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VjiH3tFdNOE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.467,1.456,0.078,30,0,4.611,1.42,0.057,18,0,,,1.963,2.025,-0.398,27,,2.476,Verb,601,1201,601,2002,1.77,1.33,30,-0.59,1.67,1.11,21,-0.7,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,NA,NA,Closed,0,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.266,0.066,0.178,0.457,0.261,0.409,0.791,0.446,0.378,0,0,0.684,0.343,0.164,3,1.75,-0.32,-0.17,SUCCEED,469,0,469,0,,SUCCEED,ACCOMPLISH,None,"accomplish, at last, effective, finally, pah, succeed, success",1,4.25,1.55,0.11,12,0,0,4.788,https://player.vimeo.com/video/345590018
accordion,accordion,F_02_048,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AjArxbE7gPc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",1.737,1.284,-1.423,27,0.296,1.875,1.458,-1.291,14,0.429,,,6.065,1.611,1.17,31,,1.833,Noun,467,1969,1502,2569,,,,,,,,,Pantomimic,0,0,0,1,s,0,imrp,FullyClosed,0,NA,NA,Closed,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,s,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.449,0.067,0.791,0.446,0.378,0,0,0.316,0.343,0.836,,,,,ACCORDION,524,7,524,7,,ACCORDION,ACCORDION,None,"accordion, musical instrument",1,1.64,1.21,-1.52,13,0,0.154,5.58,https://player.vimeo.com/video/346495091
accountant,accountant,A_03_044,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gCBfJJUAPqk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.24,1.832,-0.381,25,0,3.067,1.907,-0.424,15,0,,,2.476,2.153,-0.496,21,,2.5,Noun,400,1235,834,1602,1.55,0.96,31,-0.9,1.47,0.84,19,-0.89,Arbitrary,0,0,1,2,f,1,i,Curved,0,NA,NA,Open,1,AsymmetricalDifferentHandshape,Straight,Hand,Palm,NA,1,B,0,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0,0.457,0.261,0.225,0.791,0.446,0.622,0,0,0.316,0.657,0.836,,,,,ACCOUNTANT,397,6,397,6,,ACCOUNTANT,ACCOUNTANT,People,"accountant, count, money, person",1,3.5,1.78,-0.32,10,0,0,5.114,https://player.vimeo.com/video/344228699
acquire,acquire,H_01_034,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4EB8q_Ms2GU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.25,1.295,0.676,28,0,5.286,1.383,0.71,14,0,,,2.35,1.755,-0.566,20,,2.134,Verb,367,1235,868,1869,,,,,,,,,Arbitrary,0,0,0,1,8,1,m,Flat,1,NA,NA,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.045,0.162,0.209,0.446,0.378,0,0,0.316,0.657,0.836,,,,,ACQUIRE,449,3,449,3,,ACQUIRE,ACQUIRE,Event,"acquire, acquisition, pick up",2,5.21,1.25,0.64,14,0,0,5.003,https://player.vimeo.com/video/346791147
act,act,B_02_038,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KFScZThsE_o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.28,1.208,-0.214,25,0,4.286,0.914,-0.225,14,0,,,1.6,2.045,-0.539,30,,3.746,Verb,334,901,567,1468,1.48,1.06,31,-0.73,1.5,1.1,22,-0.7,Arbitrary,0,0,0,1,a,0,t,NA,NA,NA,NA,Open,NA,SymmetricalOrAlternating,Circular,Body,TorsoTop,TorsoTop,1,a,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.094,0.032,0.011,0.076,0.057,0,0,0.446,0.622,0,0,0,0.657,0.836,3.79,1.48,-0.05,-0.2,ACT,58,8,58,8,,ACT,ACT,Event,"act, drama, perform, performance, put on a play, show, theater",3,4.27,1.56,-0.2,11,0,0,3.176,https://player.vimeo.com/video/345537677
action,action,C_01_026,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/x-7Vhj7Yub0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.533,1.383,-0.017,30,0,4.944,1.11,0.168,18,0,,,2.2,1.921,-0.336,30,,3.494,Noun,501,1168,667,1835,2.17,1.18,30,-0.38,2.14,1.11,21,-0.45,Arbitrary,0,0,0,1,c,0,imrp,Curved,0,0,0,Open,0,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,c,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.076,0.449,0.225,0.791,0.446,0.378,0.602,0.878,0.684,0.657,0.836,3.05,1.7,-0.25,-0.18,ACTION,126,2,126,2,,ACTION,ACTION,None,"act, action, activity, behavior, do, event",2,3.92,1.56,-0.29,12,0,0,7.519,https://player.vimeo.com/video/345577398
actor,actor,A_03_047,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/A9NW9vQeGxY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.44,1.635,0.23,25,0,4.533,1.407,0.33,15,0,,,1.524,2.153,-0.941,21,,3.128,Noun,300,1235,934,1602,1.55,0.93,31,-0.9,1.58,0.96,19,-0.83,Arbitrary,0,0,1,2,a,0,t,NA,NA,NA,NA,Open,NA,SymmetricalOrAlternating,Circular,Body,TorsoTop,BodyAway,1,a,0,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.094,0.032,0.045,0.076,0.057,0,0,0.446,0.622,0,0,0,0.657,0.836,,,,,ACTOR,58,8,58,8,,ACTOR,ACTOR,People,"act, acting, actor, actress, entertainer, performer, thespian",3,4.3,2,0.08,10,0,0,3.21,https://player.vimeo.com/video/344240685
add,add,E_02_030,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/eXoqAy_wQq8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.188,1.203,0.52,32,0,5,1.363,0.407,15,0,,,2.9,2.023,-0.462,30,,3.227,Verb,501,1235,734,1935,,,,,,,,,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1,1,1,Open,1,DominanceViolation,Curved,Hand,HandAway,FingerUlnar,1,DominanceConditionViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.023,0.25,0.035,0.003,0.233,0.449,0.162,0.209,0.554,0.622,0.398,0.122,0.316,0.657,0.836,,,,,ADD,185,0,185,0,,ADD,ADD,None,"add, bonus, enhance, extra, in addition to, math",2,5.35,1.06,0.62,17,0,0,4.869,https://player.vimeo.com/video/346058080
addict,addict,H_02_073,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2Zm6u6jjEEs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.25,1.378,0.101,28,0,4.571,1.222,0.279,14,0,0.75,0.786,2.391,1.158,-0.392,23,,2.438,Noun,534,1368,834,1902,,,,,,,,,Arbitrary,0,0,0,1,bent_1,1,i,Bent,0,NA,NA,Closed,0,OneHanded,Straight,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.266,0.046,0,0.457,0.261,0.099,0.791,0.554,0.622,0,0,0.684,0.343,0.836,,,,,ADDICT,342,2,342,2,addict,ADDICT,ADDICT,Attribute,"addict, addicted, addiction, habit, hooked",1,3.93,1.49,-0.08,14,1,0,5.35,https://player.vimeo.com/video/346883343
address,address,D_01_016,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZRL0r6UEeeQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.889,1.476,0.41,27,0,5.125,1.408,0.528,16,0,,,1.486,2.025,-0.728,37,,3.426,Noun,667,1568,901,2102,1.39,0.57,26,-0.87,1.44,0.62,18,-0.8,Arbitrary,1,0,0,1,a,0,t,NA,NA,NA,NA,Open,NA,SymmetricalOrAlternating,Straight,Body,TorsoMid,TorsoTop,1,a,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.094,0.006,0.011,0.457,0.057,0,0,0.554,0.622,0,0,0,0.657,0.836,,,,,LIVEa,192,5,192,5,,LIVEa,LIVE,None,"address, alive, habitat, life, live, lives, reside, resident, survive",2,4.55,1.57,0.24,11,0,0,3.638,https://player.vimeo.com/video/345803454
admire,admire,J_03_049,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Zg9vZjUAznk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.483,1.326,0.208,29,0,4.333,1.496,0.07,15,0,,,1.652,1.152,-0.575,23,,2.859,Verb,400,1268,868,1835,,,,,,,,,Arbitrary,0,0,0,1,flat_v,1,im,Flat,1,1,0,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,flat_v,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.233,0.14,0.162,0.209,0.554,0.378,0.398,0.878,0.684,0.343,0.836,,,,,ADMIRE,248,0,248,0,,ADMIRE,ADMIRE,State,"admire, anticipate, look up to, respect, think highly of",3,4.64,1.15,0.36,14,0,0,6.31,https://player.vimeo.com/video/346972581
admit,admit,J_02_062,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lEwwukCf51Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.633,1.45,0.306,30,0,4.867,1.246,0.348,15,0,,,3.84,1.248,0.297,25,admit (confess),3.48,Verb,567,1401,834,1835,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Curved,Body,TorsoMid,BodyAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.094,0.006,0.045,0.233,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,,,,,ADMIT,168,4,168,4,,ADMIT,ADMIT,Event,"admit, be willing, confess, declare",2,4.4,1.64,0.26,15,0,0,7.25,https://player.vimeo.com/video/346940729
adopt,adopt,J_03_014,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/TF1dChwLMIc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.414,1.701,0.149,29,0,4.133,1.642,-0.053,15,0,,,1.435,0.59,-0.712,23,,2.378,Verb,334,1201,868,1802,,,,,,,,,Arbitrary,0,0,0,1,flatspread_5,1,imrp,Flat,1,1,1,Open,1,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,flatspread_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.449,0.162,0.209,0.554,0.378,0.398,0.122,0.316,0.657,0.836,,,,,ADOPT,466,1,466,1,,ADOPT,ADOPT,Event,"adopt, assume, host, take on, take over, take responsibility for, take up, undertake",1,4.71,1.77,0.37,14,0,0,6.035,https://player.vimeo.com/video/346970891
